# task=cylinder
# algo=PPO
# checkpoint=/home/tan/hora/BrainCo/outputs/revo3_right/run_cylinder_v2_continue/stage1_nn/last.pth
# policy_dt_sec=0.050000
# policy_hz=20.000000
# action_semantics=delta
# action_formula=target=prev_target+(1/24)*raw_action then clamp(joint_limits)
# raw_action_definition=policy clamped delta output mu (pre delta-integration, [-1,1])
# target_definition=cur_targets (delta-accumulated + joint-limit clamped, used in PD formula)
# jointpos_definition=hand.data.joint_pos (absolute joint angles, rad)
# joint_order=0:right_index_MPR_joint, 1:right_little_MPR_joint, 2:right_middle_MPR_joint, 3:right_ring_MPR_joint, 4:right_thumb_CMP_joint, 5:right_index_MCP_joint, 6:right_little_MCP_joint, 7:right_middle_MCP_joint, 8:right_ring_MCP_joint, 9:right_thumb_CMR_joint, 10:right_index_PIP_joint, 11:right_little_PIP_joint, 12:right_middle_PIP_joint, 13:right_ring_PIP_joint, 14:right_thumb_MCP_joint, 15:right_index_DIP_joint, 16:right_little_DIP_joint, 17:right_middle_DIP_joint, 18:right_ring_DIP_joint, 19:right_thumb_PIP_joint, 20:right_thumb_DIP_joint

frame=236 t=11.800s reward=+1.055008 done=0 raw_action=[+0.181859, -0.174412, +1.000000, +0.384106, +0.488635, +0.370111, +1.000000, -0.505362, -0.062220, +0.972895, -0.281478, +0.722701, -0.457702, +0.836412, -0.016441, +0.047727, -0.883824, +0.146429, +1.000000, -0.376162, -0.000752]
frame=237 t=11.850s reward=+0.736805 done=0 raw_action=[-0.411580, -0.151068, +1.000000, -0.159038, +0.609177, +0.199310, +1.000000, +0.834851, +1.000000, +0.862559, +0.041498, +0.829468, -0.215655, +0.507583, +0.058838, +0.738934, -0.251897, +0.483938, +0.819462, -0.714763, -0.765643]
frame=238 t=11.900s reward=+0.833926 done=0 raw_action=[+0.567085, -0.083324, +1.000000, -0.786107, +0.970004, +0.203760, +1.000000, +0.236566, +0.488956, +0.146774, +0.709501, +0.546370, -0.577779, +0.130640, +0.620418, +0.869227, -0.607604, -0.680910, +0.189625, -0.279281, -0.583704]
frame=239 t=11.950s reward=-0.268136 done=0 raw_action=[+0.088938, +0.565855, +0.467358, -0.832725, +1.000000, +0.160873, +1.000000, +0.017501, +1.000000, -0.189249, +0.241787, -0.050642, -0.604608, +0.844581, +0.199084, +0.358447, -0.731722, +0.281384, -0.211213, -0.417742, +0.020164]
frame=240 t=12.000s reward=+1.032269 done=0 raw_action=[-0.408150, +1.000000, -0.951321, -0.779987, +1.000000, -0.954251, +1.000000, +0.432315, +0.089697, -0.799703, -0.406246, -0.192139, -0.221255, -0.267007, -0.043624, +0.128008, -0.306489, +0.015987, +0.043084, -0.649980, +0.011745]
frame=241 t=12.050s reward=+1.027845 done=0 raw_action=[+0.323083, +0.587115, -0.260312, -0.561229, +1.000000, +0.203849, +0.434070, +0.660611, -0.325004, -1.000000, +0.785635, -0.354031, -0.194127, +0.160427, +0.661758, +0.470766, -0.569935, -0.366324, +0.194641, -0.203151, +0.311287]
frame=242 t=12.100s reward=+0.887412 done=0 raw_action=[+0.138269, +0.498583, +0.111084, -0.734806, +1.000000, +0.234438, +0.098099, -0.295843, -0.008129, -1.000000, +1.000000, -0.816194, -0.257352, +0.101166, +0.948690, +0.265773, -0.574753, +0.104906, +0.055682, +0.422285, +0.296186]
frame=243 t=12.150s reward=+1.015467 done=0 raw_action=[-0.039063, +0.852877, -0.016621, -0.905785, +1.000000, -1.000000, +0.525825, +0.405827, +0.104772, -1.000000, +0.879038, -0.405035, +0.043963, -0.353387, +0.874199, -0.159886, +0.128859, -0.758053, -0.114107, -0.296453, +0.146570]
frame=244 t=12.200s reward=+1.065568 done=0 raw_action=[+0.634735, +0.373556, +1.000000, +0.239325, +1.000000, -0.517079, -0.263850, +0.561625, -0.012351, -1.000000, +1.000000, -0.463973, +0.105796, -0.707973, +0.641091, -0.123266, -0.198558, +0.193871, +0.154979, +0.382886, +0.357716]
frame=245 t=12.250s reward=+1.032162 done=0 raw_action=[+1.000000, -0.070157, +1.000000, +1.000000, +1.000000, +0.044445, +0.429600, +0.026128, +0.227293, -1.000000, +1.000000, -0.793553, +0.181314, -0.799730, -0.211143, -0.064700, -0.792466, +0.313898, -0.288846, -0.173931, +0.090043]
frame=246 t=12.300s reward=-0.555525 done=0 raw_action=[+0.717651, -1.000000, +1.000000, +1.000000, +1.000000, +0.836462, -0.819683, +1.000000, +1.000000, -0.954706, -0.435251, -0.122033, +0.817004, -0.886336, -0.086084, -0.208190, -0.487263, +0.605664, +0.226838, +0.231062, -0.614005]
frame=247 t=12.350s reward=+1.020234 done=0 raw_action=[+0.502557, -1.000000, +1.000000, +1.000000, +1.000000, +1.000000, -0.927564, +0.706402, +1.000000, -0.660513, -0.973676, +0.452190, +0.812559, -0.315437, +0.054178, +0.027332, +0.258024, +0.012650, -0.335313, -0.032276, -0.023897]
frame=248 t=12.400s reward=+0.950495 done=0 raw_action=[+0.352091, -1.000000, +1.000000, +0.551215, +1.000000, +0.873440, -1.000000, +0.475594, -0.139801, -0.664423, -0.401329, +0.741224, -0.111935, -0.693198, +0.080854, +0.317066, +0.958086, +0.043448, -0.328530, +0.071658, -0.291720]
frame=249 t=12.450s reward=+0.612658 done=0 raw_action=[-0.350609, -0.811410, -0.231012, -0.822277, +1.000000, +0.630511, -1.000000, +0.209964, -0.500227, +0.011318, -0.729567, -0.436629, -0.322105, +0.169800, -0.315387, -0.170517, +1.000000, -0.681948, -0.470801, -0.213043, -0.099558]
frame=250 t=12.500s reward=+0.716210 done=0 raw_action=[-0.445673, -0.515334, -1.000000, -1.000000, +1.000000, +0.846397, -1.000000, +0.093632, -1.000000, +0.843417, -0.293618, -0.787998, +0.167574, +0.129358, -0.316371, -0.129109, +0.592143, -0.756639, -0.250330, -0.193337, +0.501905]
frame=251 t=12.550s reward=+0.456907 done=0 raw_action=[+0.291084, -0.106049, -1.000000, -1.000000, +1.000000, +0.751700, -1.000000, -0.759340, -1.000000, +1.000000, +0.133622, -0.501208, +0.900798, +0.008010, -0.024793, -0.407091, -0.446084, -0.505219, -0.684373, -0.378902, +0.869241]
frame=252 t=12.600s reward=+1.014591 done=0 raw_action=[-0.041865, -0.042314, -1.000000, -1.000000, +1.000000, +0.534317, -0.903588, -0.741606, -1.000000, +1.000000, +0.462277, -0.086432, +0.807519, -0.199635, -0.203458, -0.585167, -0.473060, -0.237505, -0.808389, +0.476782, +0.723359]
frame=253 t=12.650s reward=+0.537141 done=0 raw_action=[+0.212817, +0.422087, -1.000000, -0.823732, +1.000000, +0.323189, -1.000000, -1.000000, -0.314349, +1.000000, -0.023510, +0.258968, +0.607759, -0.198824, -0.860843, -1.000000, -0.186727, +0.340204, -0.943753, +0.574179, -0.170054]
frame=254 t=12.700s reward=+0.967704 done=0 raw_action=[-0.340868, -0.074361, -1.000000, -0.812155, +1.000000, +0.188442, -0.261720, -1.000000, +0.073382, +1.000000, -1.000000, +0.583754, -0.154757, +0.240524, -1.000000, -1.000000, +1.000000, +0.948744, +0.137452, +1.000000, -0.311771]
frame=255 t=12.750s reward=+1.063092 done=0 raw_action=[-0.408392, +0.703658, -0.827568, -0.023107, +1.000000, +0.075630, +1.000000, -1.000000, +0.161752, +1.000000, -1.000000, +0.493079, -0.675829, +0.681964, -1.000000, -1.000000, +1.000000, +0.379700, +0.906286, +1.000000, -0.121019]
frame=256 t=12.800s reward=+1.075257 done=0 raw_action=[-0.453992, +0.390782, +0.726231, +0.800426, +0.682302, -0.167513, +1.000000, -0.526212, -0.742796, +0.952048, -1.000000, +1.000000, -0.357799, +0.607465, -0.571483, -0.759974, +0.011233, +0.032036, +1.000000, -0.465002, -0.009333]
frame=257 t=12.850s reward=+0.925049 done=0 raw_action=[+0.009660, +0.029063, +1.000000, +0.620292, +0.645386, +0.391718, +1.000000, -0.197289, -0.145728, +0.915395, -0.528022, +0.897669, -0.748446, +0.772996, -0.071502, -0.382587, -1.000000, +0.203683, +1.000000, -0.424773, +0.173261]
frame=258 t=12.900s reward=+0.898564 done=0 raw_action=[+0.088383, -0.366715, +1.000000, -0.015566, +0.755766, +0.345546, +1.000000, +0.452724, +0.639404, +0.638031, +0.489555, +0.994563, -0.645100, +0.608799, +0.342350, +0.812761, -1.000000, +0.569489, +0.958726, -0.797538, -0.541870]
frame=259 t=12.950s reward=-0.302499 done=0 raw_action=[-0.429261, +0.035435, +1.000000, -0.925341, +1.000000, +0.156639, +1.000000, +0.429086, +0.803927, +0.144267, +0.564287, +0.206812, -0.684558, +0.109347, +0.300176, +0.727088, -0.649161, -0.155833, -0.011413, -0.648304, -0.807623]
frame=260 t=13.000s reward=+1.097904 done=0 raw_action=[+0.197884, +0.502601, -0.525460, -1.000000, +1.000000, -0.513032, +1.000000, +0.081692, +0.671708, -0.019001, -0.228224, -0.153237, -0.597544, +0.296777, +0.237740, +0.101320, -0.230072, -0.784120, +0.061339, -0.250556, -0.112475]
frame=261 t=13.050s reward=+0.998771 done=0 raw_action=[-0.161990, +0.516222, -0.540093, -0.623257, +1.000000, +0.109363, +0.884046, +0.527562, +0.110871, -0.902122, +0.818505, -0.339991, -0.195119, +0.267189, +0.382868, +0.730838, -0.526213, +0.350254, +0.376868, -0.142646, -0.000619]
frame=262 t=13.100s reward=+0.627383 done=0 raw_action=[+0.577953, +0.402753, -0.185663, -0.815332, +1.000000, +0.014284, +0.137938, +0.292277, -0.094094, -1.000000, +1.000000, -0.398378, -0.399422, +0.414418, +0.676675, +0.518511, -0.729577, -0.384078, -0.114774, +0.062606, +0.234019]
frame=263 t=13.150s reward=+1.102595 done=0 raw_action=[-0.194811, +0.615961, -0.352067, -0.841440, +1.000000, -1.000000, +0.463993, +0.871585, +0.248197, -1.000000, +0.323516, -0.098630, -0.018457, -0.243315, +0.989575, -0.054355, +0.004914, -0.186450, +0.020554, -0.177088, +0.094294]
frame=264 t=13.200s reward=-0.708998 done=0 raw_action=[+0.523791, +0.671691, +0.501401, -0.429672, +1.000000, -0.276975, +0.011639, +0.279015, +0.189182, -1.000000, +1.000000, -0.665742, -0.047265, -0.387773, +0.680529, -0.071684, -0.450156, +0.074059, -0.090937, +0.192958, +0.084792]
frame=265 t=13.250s reward=+1.029549 done=0 raw_action=[+0.073246, +0.990691, +0.274693, +0.092768, +1.000000, -1.000000, +0.769698, +0.431689, +0.321830, -1.000000, +0.496936, -0.796280, +0.620650, -0.529592, +0.307299, -0.123983, -0.020137, -0.327302, -0.008506, -0.398967, -0.302004]
frame=266 t=13.300s reward=+1.061896 done=0 raw_action=[+1.000000, -0.303004, +1.000000, +1.000000, +1.000000, +1.000000, -0.489381, -0.824590, +0.177158, -1.000000, +1.000000, -1.000000, +0.010604, -0.888257, -0.069828, +0.392368, -1.000000, +0.222403, -0.437497, +0.836610, +0.491423]
frame=267 t=13.350s reward=+0.946121 done=0 raw_action=[+0.312650, -1.000000, +1.000000, +1.000000, +1.000000, +0.266329, -0.358060, +0.929456, +0.565528, -1.000000, +0.327803, -0.435782, +0.828908, -0.371112, +0.135175, -0.050287, -0.457471, +0.380789, +0.358378, +0.579433, -0.032493]
frame=268 t=13.400s reward=+0.930664 done=0 raw_action=[+0.596641, -1.000000, +1.000000, +0.935155, +1.000000, +1.000000, -1.000000, +0.235817, +0.796395, -0.784557, -0.203143, +0.355025, +0.133628, -1.000000, -0.004352, -0.120065, +0.288552, +0.847201, -0.444972, -0.050896, -0.658150]
frame=269 t=13.450s reward=+1.037245 done=0 raw_action=[+0.437708, -1.000000, +1.000000, +0.770519, +1.000000, +0.910006, -1.000000, +1.000000, +0.062752, -0.692290, -0.492375, +0.834480, +0.155459, -0.870789, +0.392446, +0.219793, +0.783764, +0.338715, +0.048280, +0.170006, -0.512290]
frame=270 t=13.500s reward=+0.279043 done=0 raw_action=[+0.279794, -0.544380, +0.675537, -0.269510, +1.000000, +0.485140, -1.000000, +0.445578, -0.486183, -0.448677, -0.700978, +0.116992, -0.103173, -0.046698, +0.093655, -0.249414, +0.896711, -0.475739, -0.623073, -0.842140, -0.789124]
frame=271 t=13.550s reward=+0.784631 done=0 raw_action=[-0.243578, -0.407539, -1.000000, -0.981830, +1.000000, +0.540165, -0.775277, +0.354423, -0.569983, +0.244873, -0.760143, -0.905021, -0.148653, +0.833422, -0.373671, -0.150248, +0.801568, -1.000000, -0.736470, -0.364419, +0.194724]
frame=272 t=13.600s reward=+0.939979 done=0 raw_action=[-0.030011, -0.248703, -1.000000, -1.000000, +1.000000, +0.740083, -0.782994, -0.150315, -1.000000, +0.982516, -0.008683, -0.880850, +0.558282, +0.028668, -0.156978, -0.162208, -0.330031, -0.875803, -0.702990, -0.370343, +0.968077]
frame=273 t=13.650s reward=+1.021977 done=0 raw_action=[-0.015179, -0.181329, -1.000000, -1.000000, +1.000000, +0.756413, -0.963901, -0.577537, -1.000000, +1.000000, +0.241180, -0.400945, +0.775777, -0.349961, -0.013513, -0.457155, -0.361780, -0.405630, -0.476482, +0.112548, +1.000000]
frame=274 t=13.700s reward=+0.872719 done=0 raw_action=[-0.222676, +0.140276, -1.000000, -1.000000, +1.000000, +0.688053, -0.907659, -1.000000, -0.756610, +1.000000, +0.269453, -0.042542, +0.594322, -0.053896, -0.362873, -0.895333, -0.285185, +0.335897, -0.597111, +0.659195, +0.481015]
frame=275 t=13.750s reward=+0.990665 done=0 raw_action=[-0.213953, +0.302369, -1.000000, -0.339943, +1.000000, +0.332131, -1.000000, -1.000000, -0.396114, +1.000000, -0.644593, +0.443939, +0.365565, +0.073653, -1.000000, -1.000000, +0.365799, +0.404438, -0.655977, +0.626607, -0.272648]
frame=276 t=13.800s reward=+0.785942 done=0 raw_action=[-0.653660, +0.177068, -1.000000, -0.263794, +1.000000, +0.105761, +0.368880, -1.000000, -0.037154, +1.000000, -1.000000, +0.703406, -0.468439, +0.282141, -1.000000, -1.000000, +1.000000, +0.659373, +0.441555, +1.000000, -0.083442]
frame=277 t=13.850s reward=+1.072130 done=0 raw_action=[-0.442116, +0.887773, -0.319381, +0.495349, +1.000000, -0.378472, +1.000000, -1.000000, +0.120139, +0.994345, -1.000000, +0.735923, -0.586033, +0.876754, -1.000000, -1.000000, +0.821341, +0.281745, +1.000000, +0.853297, +0.155782]
frame=278 t=13.900s reward=+0.911272 done=0 raw_action=[-0.054935, -0.127490, +1.000000, +0.716528, +0.432858, -0.098508, +1.000000, -0.578189, -0.471471, +0.739338, -1.000000, +1.000000, -0.518452, +0.510228, -0.202494, -0.697306, -0.257763, +0.397166, +1.000000, -0.776040, -0.359945]
frame=279 t=13.950s reward=+1.027434 done=0 raw_action=[+0.129945, -0.129447, +1.000000, -0.119083, +0.296977, +0.370423, +1.000000, -0.676610, +0.256002, +1.000000, -0.220842, +0.722428, -0.603093, +0.807851, -0.106648, -0.259469, -0.915181, +0.128567, +1.000000, -0.155407, +0.128805]
frame=280 t=14.000s reward=+0.892082 done=0 raw_action=[+0.097515, -0.420595, +1.000000, -0.524316, +0.727834, +0.083175, +1.000000, +0.491835, +0.414905, +0.546448, +0.876092, +0.753336, -0.317795, +0.098089, +0.829785, +1.000000, -0.905946, -0.339838, +0.330859, -0.713571, -0.845492]
frame=281 t=14.050s reward=+0.623590 done=0 raw_action=[-0.058740, +0.315245, +0.999325, -0.523601, +1.000000, +0.268013, +1.000000, +0.510763, +0.793777, +0.079541, +0.464864, +0.066332, -0.453121, +0.464422, +0.324782, +0.387307, -0.799151, +0.099093, +0.038642, -0.551521, -0.455136]
frame=282 t=14.100s reward=+0.244861 done=0 raw_action=[-0.141593, +0.640537, -0.262340, -0.874769, +1.000000, -0.275851, +1.000000, +0.505358, +0.319335, -0.947033, +0.172565, -0.111862, -0.515961, -0.318938, +0.546205, +0.111902, -0.114527, -0.595195, -0.437347, -0.530525, -0.163521]
frame=283 t=14.150s reward=+1.084128 done=0 raw_action=[-0.372548, +0.692133, -1.000000, -0.847673, +1.000000, -0.879087, +1.000000, +0.752108, +0.338626, -0.829959, +0.054435, -0.398447, +0.139711, +0.666948, +0.323088, +0.198854, -0.247480, -0.177453, +0.534418, -0.466637, +0.274215]
frame=284 t=14.200s reward=+1.078234 done=0 raw_action=[+0.247684, +0.599544, -0.703358, -0.963765, +1.000000, -0.148077, -0.132766, +0.998476, +0.106172, -1.000000, +0.770070, -0.575420, +0.146365, +0.090054, +0.690021, +0.153784, -0.396373, -0.190701, -0.143255, -0.375185, +0.371298]
frame=285 t=14.250s reward=-0.631908 done=0 raw_action=[+0.608900, +0.368489, +0.446132, -0.719605, +1.000000, +0.165299, -0.226990, -0.534131, -0.229041, -1.000000, +1.000000, -0.782471, +0.305735, -0.527373, +0.839863, +0.478501, -0.439932, -0.078295, -0.547735, +0.324886, +0.253579]
frame=286 t=14.300s reward=+1.084196 done=0 raw_action=[+0.171459, +0.817690, +0.159055, -0.871912, +1.000000, -1.000000, +0.856675, +0.089878, +0.856808, -1.000000, +0.654454, -0.755338, +0.604432, -0.480369, +0.500898, +0.105231, +0.766587, -0.105963, +0.254588, +0.300887, -0.393475]
frame=287 t=14.350s reward=+1.071292 done=0 raw_action=[+1.000000, +0.050465, +1.000000, +0.661802, +1.000000, -0.291084, +0.183580, -0.096975, -0.444441, -1.000000, +1.000000, -0.707058, +0.292219, -0.943757, +0.367891, +0.150838, -0.519648, +0.099138, -0.386360, +0.567333, +0.155014]
frame=288 t=14.400s reward=+1.092270 done=0 raw_action=[+0.489721, -1.000000, +1.000000, +1.000000, +0.984716, +1.000000, -0.420085, +0.548567, +1.000000, -1.000000, +0.401057, -0.739297, +0.349765, -0.463026, -0.464465, +0.079930, -0.894087, +0.712157, -0.064566, +0.251328, -0.320403]
frame=289 t=14.450s reward=+0.121209 done=0 raw_action=[+0.430055, -1.000000, +1.000000, +1.000000, +0.979170, +1.000000, -1.000000, +0.085784, +1.000000, -0.871011, -0.752186, +0.320344, +0.116212, -0.725565, -0.196443, -0.507765, +0.440283, +0.640615, -0.403724, +0.346215, -0.027540]
frame=290 t=14.500s reward=+1.042515 done=0 raw_action=[+0.234645, -1.000000, +1.000000, +0.092321, +1.000000, +0.721289, -1.000000, +0.453603, +0.086845, -0.627155, -0.769060, +0.458767, +0.251212, -0.163894, +0.429038, +0.308353, +1.000000, -0.337633, +0.095337, -0.420425, +0.144873]
frame=291 t=14.550s reward=+1.029647 done=0 raw_action=[-0.294740, -0.824157, +0.305271, -0.147554, +1.000000, +0.661127, -1.000000, +0.850844, -0.217745, -0.231130, -0.689934, -0.039565, -0.179997, +0.046252, -0.215327, +0.274773, +0.989342, -0.377186, -0.277310, -0.303922, -0.204072]
frame=292 t=14.600s reward=-0.268964 done=0 raw_action=[+0.155488, -0.000027, -0.391374, -0.188829, +1.000000, +0.588413, -1.000000, +0.410794, -0.929723, +0.078074, -0.540420, -0.319773, -0.077788, -0.160394, +0.102797, -0.185918, +0.132250, -0.788018, -0.404193, -0.634711, -0.069857]
frame=293 t=14.650s reward=+1.036689 done=0 raw_action=[-0.254264, -0.341222, -1.000000, -1.000000, +1.000000, +0.631165, -0.904818, +0.136149, -1.000000, +1.000000, -0.175525, -0.527537, +0.402478, +0.191374, -0.437788, -0.302206, -0.381745, -0.993004, -0.763885, -0.197788, +0.889685]
frame=294 t=14.700s reward=+1.028252 done=0 raw_action=[+0.146230, +0.270129, -1.000000, -0.968921, +1.000000, +0.888546, -0.969245, -0.464030, -1.000000, +1.000000, +0.537016, -0.130408, +0.577019, -0.203319, -0.053230, -0.399910, -0.605849, -0.315336, -0.455840, -0.166798, +0.807082]
frame=295 t=14.750s reward=+0.683027 done=0 raw_action=[-0.194965, +0.237273, -1.000000, -0.774658, +1.000000, +0.484538, -1.000000, -0.864896, -0.369804, +1.000000, -0.015483, +0.481271, +0.524318, -0.132577, -0.358261, -0.956167, +0.230542, +0.208954, -0.504004, +0.512004, +0.214424]
frame=296 t=14.800s reward=+0.968049 done=0 raw_action=[-0.228471, +0.030128, -1.000000, -0.570415, +1.000000, +0.467088, -0.833522, -1.000000, -0.414479, +1.000000, -0.126120, +0.500478, +0.101573, +0.047318, -1.000000, -1.000000, +0.446674, +0.598501, -0.548643, +1.000000, -0.239018]
frame=297 t=14.850s reward=+1.028515 done=0 raw_action=[-0.356734, -0.212590, -1.000000, -0.464135, +1.000000, +0.155759, +0.158602, -1.000000, +0.175378, +1.000000, -1.000000, +0.514284, -0.319836, +0.041393, -0.923580, -1.000000, +1.000000, +0.607243, +0.515131, +1.000000, +0.114484]
frame=298 t=14.900s reward=+1.056740 done=0 raw_action=[-0.498603, +0.200449, -0.354924, +0.337007, +0.858590, +0.199128, +1.000000, -1.000000, -0.280468, +0.985042, -1.000000, +0.521226, -0.336201, +0.940012, -0.594114, -0.923286, +0.570432, +0.647981, +1.000000, +0.933405, +0.182283]
frame=299 t=14.950s reward=+0.926628 done=0 raw_action=[-0.282427, +0.282180, +0.801616, +0.626803, +0.521624, -0.133808, +1.000000, -0.346763, -0.039930, +0.951206, -1.000000, +0.817327, -0.343595, +0.855137, -0.547550, -0.713885, -0.600424, +0.330851, +1.000000, -0.599948, -0.392872]
frame=300 t=15.000s reward=+0.975987 done=0 raw_action=[+0.394890, -0.259472, +1.000000, +0.242859, +0.470040, +0.521923, +1.000000, +0.238267, -0.197779, +0.811614, +0.167728, +1.000000, -0.560472, +0.467584, +0.301870, +0.387694, -0.902253, +0.009340, +1.000000, -0.527198, +0.058423]
frame=301 t=15.050s reward=+0.729097 done=0 raw_action=[-0.335445, -0.065057, +1.000000, -0.449217, +0.627979, +0.065960, +1.000000, +0.573733, +1.000000, +0.861556, +0.238917, +0.528063, -0.435890, +0.683898, +0.037399, +0.809653, -0.309642, +0.063055, +0.564677, -0.921505, -0.776409]
frame=302 t=15.100s reward=+0.753645 done=0 raw_action=[+0.231795, +0.384100, +0.610976, -0.875032, +0.972488, +0.128339, +1.000000, -0.086988, +0.650037, -0.091097, +0.371443, -0.016246, -0.686720, -0.101972, +0.481742, +0.103963, -0.657970, -0.262463, -0.094029, -0.341917, -0.463859]
frame=303 t=15.150s reward=+1.042709 done=0 raw_action=[+0.061926, +0.631521, -0.425056, -0.850310, +1.000000, -0.258674, +1.000000, +0.614630, +0.626939, -0.553880, +0.483462, -0.112969, -0.126823, +0.545273, +0.409693, +0.408935, -0.734700, -0.293958, +0.349621, -0.240177, -0.159865]
frame=304 t=15.200s reward=+1.049253 done=0 raw_action=[-0.035816, +0.534289, -0.814634, -0.968868, +1.000000, -0.591728, +1.000000, +0.768726, -0.094927, -1.000000, +0.557009, -0.197303, -0.333939, -0.199891, +0.401886, +0.326174, -0.510642, -0.104979, -0.449727, -0.410781, -0.082417]
frame=305 t=15.250s reward=+1.116571 done=0 raw_action=[+0.417140, +0.566624, -0.379785, -0.789070, +1.000000, +0.033597, +0.145253, +0.314845, -0.112373, -1.000000, +0.778335, -0.545143, +0.038851, +0.046355, +0.794032, +0.250922, -0.383339, +0.011396, -0.069924, -0.223975, +0.448802]
frame=306 t=15.300s reward=+1.095342 done=0 raw_action=[-0.185280, +0.480827, +0.307956, -0.913402, +1.000000, -0.115087, -0.062373, -0.109886, +0.291249, -1.000000, +0.812331, -0.852285, +0.035891, -0.004514, +0.538528, -0.058068, +0.214557, +0.320949, -0.145670, +0.202471, +0.358638]
frame=307 t=15.350s reward=+1.022707 done=0 raw_action=[+0.333778, +0.883925, +0.849896, -0.613497, +1.000000, -0.745586, +0.261581, +0.036603, -0.004265, -1.000000, +1.000000, -0.734915, +0.417154, -0.716882, +0.448409, -0.251384, +0.306434, -0.398038, +0.046817, +0.116795, -0.165458]
frame=308 t=15.400s reward=+0.947019 done=0 raw_action=[+0.905910, +0.249757, +1.000000, +0.398009, +1.000000, +0.090377, -0.022462, -0.045672, -0.075566, -1.000000, +1.000000, -0.592900, +0.050321, -0.918902, +0.239985, -0.461882, -0.307531, -0.009607, -0.567033, +0.318649, -0.038939]
frame=309 t=15.450s reward=-0.004091 done=0 raw_action=[+0.385952, -1.000000, +1.000000, +1.000000, +1.000000, +0.622472, -0.210812, +0.228057, +0.246009, -1.000000, +0.210562, -0.396029, +0.504232, -0.807738, -0.039990, -0.194128, -0.238999, +0.280605, -0.174593, +0.562033, +0.046072]
frame=310 t=15.500s reward=+1.068643 done=0 raw_action=[+0.129872, -1.000000, +1.000000, +0.749879, +1.000000, +0.851036, -0.511626, +1.000000, +0.983878, -0.984754, -0.925422, +0.468525, +0.896841, -0.287995, -0.080864, +0.079216, +0.490450, +0.114888, -0.101670, +0.214126, -0.138528]
frame=311 t=15.550s reward=+0.919538 done=0 raw_action=[+0.503910, -1.000000, +1.000000, +0.960556, +1.000000, +1.000000, -1.000000, +0.557908, +0.367733, -0.822012, -0.627167, +0.827208, -0.106519, -0.754612, +0.144843, +0.455242, +0.447812, +0.383346, -0.007856, -0.116137, -0.155888]
frame=312 t=15.600s reward=+0.512697 done=0 raw_action=[-0.208584, -0.901035, +0.679907, +0.012072, +1.000000, +0.834728, -1.000000, +0.870420, -0.199892, -0.426882, -0.711533, +0.091319, +0.058571, -0.072288, -0.084677, +0.646421, +1.000000, -0.378788, +0.093835, -0.197254, -0.190768]
frame=313 t=15.650s reward=+0.386261 done=0 raw_action=[-0.362992, -0.215724, -0.995748, -1.000000, +1.000000, +0.943698, -1.000000, +0.092266, -0.779400, +0.532918, -0.521167, -1.000000, +0.007674, +0.404020, -0.302577, +0.085504, +0.643702, -0.721905, -0.279356, -0.799280, +0.056776]
frame=314 t=15.700s reward=+1.029137 done=0 raw_action=[-0.143458, -0.198088, -1.000000, -1.000000, +1.000000, +0.618366, -1.000000, -0.261278, -0.824983, +1.000000, -0.432950, -0.590780, +0.444796, +0.133808, -0.287713, -0.441098, -0.087986, -0.899585, -0.593966, -0.089495, +0.943716]
frame=315 t=15.750s reward=+0.222579 done=0 raw_action=[+0.272996, +0.083439, -1.000000, -0.852596, +1.000000, +0.631505, -1.000000, -0.719658, -1.000000, +1.000000, +0.335828, -0.255043, +0.890435, -0.193994, -0.131984, -0.483378, -0.555280, -0.073006, -0.763249, -0.292305, +0.659677]
frame=316 t=15.800s reward=+0.894928 done=0 raw_action=[-0.250088, -0.116517, -1.000000, -0.864844, +1.000000, +0.427821, -1.000000, -0.863883, -0.697888, +1.000000, +0.197246, -0.041112, +0.445431, -0.154665, -0.619514, -0.806015, -0.042284, +0.342711, -0.606703, +0.953854, +0.669779]
frame=317 t=15.850s reward=+0.971278 done=0 raw_action=[-0.315531, +0.030500, -1.000000, -0.715662, +1.000000, +0.430271, -0.608110, -1.000000, -0.162061, +1.000000, -0.613639, +0.429154, +0.030277, +0.224175, -1.000000, -1.000000, +0.825668, +0.714054, -0.186687, +1.000000, -0.414600]
frame=318 t=15.900s reward=+1.001980 done=0 raw_action=[-0.680121, +0.831606, -0.829641, +0.121428, +1.000000, +0.233674, +0.815306, -1.000000, +0.403346, +1.000000, -1.000000, +0.614120, -0.570955, +0.844991, -1.000000, -1.000000, +1.000000, +0.668913, +0.977138, +1.000000, +0.315480]
frame=319 t=15.950s reward=+0.928361 done=0 raw_action=[-0.421141, -0.160080, +0.370616, +0.405508, +0.646885, -0.772261, +1.000000, -0.490975, -0.605887, +1.000000, -1.000000, +1.000000, -0.536218, +0.266274, -0.380160, -0.759323, +0.638191, +0.008871, +1.000000, +0.023154, -0.346751]
frame=320 t=16.000s reward=+0.792297 done=0 raw_action=[+0.142927, -0.411041, +1.000000, +0.504409, +0.432799, +0.223855, +1.000000, +0.017627, +0.067005, +1.000000, -0.499594, +1.000000, -0.787402, +0.914454, -0.179448, -0.342916, -1.000000, +0.261432, +1.000000, -0.736112, -0.465656]
